Parent and Person SubClassOf Father,  False.
Can Female that is also Man be considered a subcategory of 'Father'?,  False.
Can Brother that is also Mother be considered a subcategory of 'Sister'?,  False.
Can Person be considered a subcategory of 'something that hasParent some Person'?,  True.
Can Person be considered a subcategory of 'GrandMother'?,  False.
Can Person be considered a subcategory of 'Son'?,  False.
Can Person be considered a subcategory of 'Female'?,  False.
Can Person be considered a subcategory of 'Brother'?,  False.
Can Person be considered a subcategory of 'Parent'?,  False.
Can Person be considered a subcategory of 'Daughter'?,  False.
Can Person be considered a subcategory of 'Man'?,  False.
Can Person be considered a subcategory of 'Mother'?,  False.
Can Person be considered a subcategory of 'GrandParent'?,  False.
Can Person be considered a subcategory of 'Sex'?,  False.
Can Person be considered a subcategory of 'Sister'?,  False.
Can Person be considered a subcategory of 'OffSpring'?,  False.
Can Person be considered a subcategory of 'Woman'?,  False.
Can Person be considered a subcategory of 'Male'?,  False.
Can Person be considered a subcategory of 'Sibling'?,  False.
Can Person be considered a subcategory of 'GrandFather'?,  False.
Can GrandMother be considered a subcategory of 'something that hasParent some Person'?,  True,
Can Thing that is also something that (hasParent some Person) be considered a subcategory of 'Thing that is also something that (hasParent some Person)'?,  True.
Can GrandMother be considered a subcategory of 'Person'?,  True.
Can GrandMother be considered a subcategory of 'Thing'?,  True.
Can GrandMother be considered a subcategory of 'Person that is also Thing'?,  False.
Can GrandMother be considered a subcategory of 'Son'?,  False.
Can GrandMother be considered a subcategory of 'Child'?,  False.
Can GrandMother be considered a subcategory of 'Brother'?,  False.
Can GrandMother be considered a subcategory of 'Parent'?,  False.
Can GrandMother be considered a subcategory of 'Daughter'?,  False.
Can GrandMother be considered a subcategory of 'Man'?,  False.
Can GrandMother be considered a subcategory of 'Mother'?,  False.
Can GrandMother be considered a subcategory of 'GrandParent'?,  True.
Can GrandMother be considered a subcategory of 'GrandParent that is also Person'?,  True,
Can GrandMother be considered a subcategory of 'Sex'?,  False.
Can GrandMother be considered a subcategory of 'Sister'?,  False.
Can GrandMother be considered a subcategory of 'OffSpring'?,  False.
Can GrandMother be considered a subcategory of 'Woman'?,  False.
Can GrandMother be considered a subcategory of 'Male'?,  False.
Can GrandMother be considered a subcategory of 'Sibling'?,  False.
Can GrandMother be considered a subcategory of 'GrandFather'?,  False.
Can GrandMother be considered a subcategory of 'GrandParent that is also Person that is also Thing'?,  True,
Can OffSpring that is also Woman be considered a subcategory of 'GrandMother'?,  False.
Can Male that is also Son be considered a subcategory of 'GrandMother'?,  False.
Can Daughter that is also Person be considered a subcategory of 'Man'?,  False.
Can Child that is also Female be considered a subcategory of 'Father'?,  False.
Can GrandFather that is also Person be considered a subcategory of 'Man'?,  False.
Can Mother that is also Parent be considered a subcategory of 'Father'?,  False.
Can OffSpring be considered a subcategory of 'something that hasParent some Sister'?,  False.
Can something that hasSex some Parent be considered a subcategory of 'Child'?,  False.
Can Woman be considered a subcategory of 'Male'?,  False.
Can GrandParent be considered a subcategory of 'something that hasSex some Brother'?,  False.
Can something that hasChild some Man be considered a subcategory of 'Son'?,  False.
Can GrandParent that is also Sister be considered a subcategory of 'Son'?,  False.
Can OffSpring be considered a subcategory of 'something that hasChild some Parent'?,  True.
Can GrandMother be considered a subcategory of 'something that hasChild some Parent'?,  True,
Can Thing that is also something that (hasChild some Parent) be considered a subcategory of 'Thing that is also something that (hasChild some Parent)'?,  False.
Can GrandMother be considered a subcategory of 'GrandMother'?,  False.
Can Thing be considered a subcategory of 'GrandMother'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (hasChild some Parent)'?,  False.
Can Person be considered a subcategory of 'Thing that is also something that (hasChild some Parent)'?,  False.
Can GrandParent be considered a subcategory of 'Thing that is also something that (hasChild some Parent)'?,  True.
Can Thing be considered a subcategory of 'GrandParent'?,  False.
Can GrandParent be considered a subcategory of 'GrandParent'?,  False.
Can Thing be considered a subcategory of 'Parent'?,  Without additional
Can Female be considered a subcategory of 'Parent'?,  False.
Can Man be considered a subcategory of 'Parent'?,  False.
Can Sex be considered a subcategory of 'Parent'?,  False.
Can Woman be considered a subcategory of 'Parent'?,  False.
Can GrandFather be considered a subcategory of 'Parent'?,  False.
Can GrandParent be considered a subcategory of 'Person that is also Thing that is also something that (hasChild some Parent)'?,  True.
Can GrandParent be considered a subcategory of 'Person that is also Thing that is also something that (hasChild some (Parent that is also Thing))'?,  False.
Can GrandParent be considered a subcategory of 'Person that is also Thing that is also something that (hasChild some (Parent that is also Person))'?,  True.
Can Person that is also Thing that is also something that (hasChild some (Parent that is also Person that is also Thing)) be considered a subcategory of 'Person that is also Thing that is also something that (hasChild some (Parent that is also Person that is also Thing))'?,  True.
Can GrandMother be considered a subcategory of 'Parent that is also Person that is also Thing'?,  False.
Can Thing be considered a subcategory of 'Parent that is also Person that is also Thing'?,  True.
Can Thing be considered a subcategory of 'Female'?,  False.
Can Thing be considered a subcategory of 'Brother'?,  False.
Can Thing be considered a subcategory of 'Daughter'?,  False.
Can Thing be considered a subcategory of 'Man'?,  False.
Can Thing be considered a subcategory of 'Mother'?,  False.
Can Thing be considered a subcategory of 'Sex'?,  False.
Can Thing be considered a subcategory of 'Sister'?,  False.
Can Thing be considered a subcategory of 'Woman'?,  False.
Can Thing be considered a subcategory of 'Male'?,  False.
Can Thing be considered a subcategory of 'Sibling'?,  False.
Can Thing be considered a subcategory of 'GrandFather'?,  False.
Can Sex be considered a subcategory of 'something that hasSex some Parent'?,  False.
Can Female that is also Mother be considered a subcategory of 'Sister'?,  False.
Can Sex that is also Son be considered a subcategory of 'GrandMother'?,  False.
Can Person that is also Woman be considered a subcategory of 'Brother'?,  False.
Can OffSpring that is also Parent be considered a subcategory of 'GrandFather'?,  False.
Can Son be considered a subcategory of 'something that hasParent some Man'?,  True.
Can GrandMother be considered a subcategory of 'something that hasParent some Man'?,  True.
Can Thing that is also something that (hasParent some Man) be considered a subcategory of 'Thing that is also something that (hasParent some Man)'?,  True.
Can Female be considered a subcategory of 'Man'?,  False.
Can Parent be considered a subcategory of 'Man'?,  False.
Can Sex be considered a subcategory of 'Man'?,  False.
Can Woman be considered a subcategory of 'Man'?,  False.
Can GrandFather be considered a subcategory of 'Man'?,  False.
Can GrandMother be considered a subcategory of 'Person that is also Thing that is also something that (hasParent some Man)'?,  False.
Can GrandMother be considered a subcategory of 'GrandParent that is also Thing that is also something that (hasParent some Man)'?,  False.
Can GrandMother be considered a subcategory of 'Thing that is also something that (hasParent some (Man that is also Thing))'?,  False.
Can GrandMother be considered a subcategory of 'Thing that is also something that (hasParent some (Man that is also Person))'?,  True,
Can GrandMother be considered a subcategory of 'Thing that is also something that (hasParent some (GrandParent that is also Man that is also Person))'?,  True,
Can Person that is also Thing that is also something that (hasParent some (GrandParent that is also Man that is also Person)) be considered a subcategory of 'Person that is also Thing that is also something that (hasParent some (GrandParent that is also Man that is also Person))'?,  True.
Can GrandMother be considered a subcategory of 'GrandParent that is also Man that is also Person'?,  False.
Can Thing be considered a subcategory of 'GrandParent that is also Man that is also Person'?,  False.
Can Son be considered a subcategory of 'GrandParent that is also Man that is also Person'?,  False.
Can Female be considered a subcategory of 'GrandParent that is also Man that is also Person'?,  False.
Can Father be considered a subcategory of 'GrandParent that is also Man that is also Person'?,  False.
Can Child be considered a subcategory of 'GrandParent that is also Man that is also Person'?,  False.
Can Person be considered a subcategory of 'GrandParent that is also Man that is also Person'?,  False.
