Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?,  False.
Animal and Elephant and Mammal and Vertebrate and (lays some Animal) and (lays some (Elephant and Mammal and Vertebrate)) SubClassOf Egg,  False.
Animal and Elephant and Mammal and Vertebrate and (lays some (Animal and Elephant and Mammal and Vertebrate)) SubClassOf Animal and Elephant and Mammal and Vertebrate and (lays some (Animal and Elephant and Mammal and Vertebrate)),  True for
Animal and Elephant and Mammal and Vertebrate and (lays some (Animal and Elephant and Mammal and Vertebrate)) SubClassOf Egg,  False.
Elephant and Mammal and Vertebrate and (lays some (Animal and Elephant and Mammal and Vertebrate)) SubClassOf Egg,  False.
Animal and Mammal and Vertebrate and (lays some (Animal and Elephant and Mammal and Vertebrate)) SubClassOf Egg,  False.
Animal and Elephant and Vertebrate and (lays some (Animal and Elephant and Mammal and Vertebrate)) SubClassOf Egg,  False.
Animal and Elephant and Mammal and (lays some (Animal and Elephant and Mammal and Vertebrate)) SubClassOf Egg,  False.
Animal and Elephant and Mammal and Vertebrate and (lays some (Elephant and Mammal and Vertebrate)) SubClassOf Egg,  False.
Animal and Elephant and Mammal and Vertebrate and (lays some (Animal and Mammal and Vertebrate)) SubClassOf Egg,  False.
Animal and Elephant and Mammal and Vertebrate and (lays some (Animal and Elephant and Vertebrate)) SubClassOf Egg,  False.
Animal and Elephant and Mammal and Vertebrate and (lays some (Animal and Elephant and Mammal)) SubClassOf Egg,  False.
Plant and Vertebrate SubClassOf Fish,  False.
Fish and Mammal SubClassOf Wing,  False.
eats some Fish SubClassOf Meat,  False.
Water and Wing SubClassOf Meat,  False.
Animal and Wing SubClassOf Leg,  False.
Bird and Plant SubClassOf Fish,  False.
Elephant and Plant SubClassOf Water,  False.
Elephant and Fish SubClassOf Meat,  False.
Backbone and Plant SubClassOf Bird,  False.
Fish and Herbivore SubClassOf Leg,  False.
Bird and Carnivore SubClassOf Animal,  True for
Cat and Herbivore SubClassOf Fish,  False.
has_part some Vertebrate SubClassOf Elephant,  False.
Carnivore and Leg SubClassOf Meat,  True for
Mammal and Meat SubClassOf Animal,  True.
Mammal and Meat SubClassOf Egg,  False.
Mammal and Meat SubClassOf Carnivore,  False.
Mammal and Meat SubClassOf Water,  False.
Meat SubClassOf Animal,  True.
Meat SubClassOf Carnivore,  False.
Meat SubClassOf Reptile,  False.
Meat SubClassOf Plant,  False.
Meat SubClassOf Vertebrate,  True.
Meat SubClassOf Cat,  False.
Meat SubClassOf Fish,  False.
Meat SubClassOf Mammal,  True.
Meat SubClassOf Animal and Mammal,  True for
Meat SubClassOf Herbivore,  False.
Meat SubClassOf Leg,  False.
Meat SubClassOf Bird,  False.
Meat SubClassOf Backbone,  False.
Meat SubClassOf Wing,  False.
Animal and Cat SubClassOf Bird,  False.
Cat SubClassOf lives_in some Bird,  False.
Leg and Wing SubClassOf Reptile,  False.
Backbone and Elephant SubClassOf Egg,  False.
Backbone and Mammal SubClassOf Animal,  True.
Backbone and Mammal SubClassOf Egg,  False.
Backbone and Mammal SubClassOf Meat,  False for
Backbone and Mammal SubClassOf Carnivore,  False for
Backbone and Mammal SubClassOf Water,  False.
Mammal SubClassOf Animal,  True.
Mammal SubClassOf Egg,  False.
Mammal SubClassOf Meat,  False.
Mammal SubClassOf Carnivore,  False.
Mammal SubClassOf Water,  False.
Mammal SubClassOf Reptile,  False.
Mammal SubClassOf Plant,  False.
Mammal SubClassOf Vertebrate,  True.
Mammal SubClassOf Cat,  True.
Mammal SubClassOf Animal and Cat,  True for
Mammal SubClassOf Fish,  False.
Mammal SubClassOf Herbivore,  False.
Mammal SubClassOf Leg,  False.
Mammal SubClassOf Elephant,  True.
Mammal SubClassOf Animal and Elephant,  True,
Mammal SubClassOf Bird,  False.
Mammal SubClassOf Backbone,  False.
Mammal SubClassOf Wing,  False.
Mammal SubClassOf Animal and Elephant and Vertebrate,  Here are
Mammal SubClassOf Animal and Cat and Elephant,  True for
Animal and Fish SubClassOf Bird,  False.
Leg SubClassOf lays some Reptile,  False.
has_part some Bird SubClassOf Bird,  True.
has_part some Bird SubClassOf Egg,  True.
Thing SubClassOf has_part some Bird,  False.
Bird SubClassOf Meat,  False.
Bird SubClassOf Carnivore,  False.
Bird SubClassOf Water,  False.
Bird SubClassOf Animal,  True.
Cat and Meat SubClassOf Water,  False.
Elephant SubClassOf Plant,  False.
Mammal and Plant SubClassOf Bird,  False.
Bird and Mammal SubClassOf Fish,  False.
Egg SubClassOf Water,  False.
Vertebrate SubClassOf lays some Leg,  False.
lives_in some Egg SubClassOf Reptile,  True.
lives_in some Egg SubClassOf Egg,  True.
Egg SubClassOf Egg,  True.
Thing SubClassOf lives_in some Egg,  False.
Egg SubClassOf Meat,  False.
Egg SubClassOf Carnivore,  False.
Egg SubClassOf Animal,  True.
Herbivore SubClassOf lays some Mammal,  True.
Herbivore SubClassOf Animal and Mammal,  True for
Herbivore SubClassOf Animal and Elephant and Vertebrate,  Here are
Herbivore SubClassOf Animal and Elephant and Mammal,  True for
Animal and Wing SubClassOf Meat,  False.
Egg and Fish SubClassOf Water,  False.
Fish and Leg SubClassOf Reptile,  False.
has_part some Animal SubClassOf Leg,  True.
has_part some Animal SubClassOf Egg,  False.
has_part some Animal SubClassOf Meat,  False.
has_part some Animal SubClassOf Water,  False.
has_part some Animal SubClassOf Animal,  False.
has_part some Animal SubClassOf Reptile,  True.
Thing SubClassOf has_part some (Animal and Elephant and Mammal and Vertebrate),  True.
(has_part some Animal) and (has_part some (Elephant and Mammal and Vertebrate)) SubClassOf has_part some (Animal and Elephant and Mammal and Vertebrate),  False for
(has_part some Animal) and (has_part some (Elephant and Mammal and Vertebrate)) SubClassOf Reptile,  False.
has_part some (Animal and Elephant and Mammal and Vertebrate) SubClassOf has_part some (Animal and Elephant and Mammal and Vertebrate),  True.
has_part some (Elephant and Mammal and Vertebrate) SubClassOf Reptile,  False.
has_part some (Animal and Mammal and Vertebrate) SubClassOf Reptile,  False.
has_part some (Animal and Elephant and Vertebrate) SubClassOf Reptile,  False.
has_part some (Animal and Elephant and Mammal) SubClassOf Reptile,  False.
Plant SubClassOf Fish,  False.
Backbone and Cat SubClassOf Mammal,  True for
Bird and Carnivore SubClassOf Fish,  False.
Meat and Plant SubClassOf Bird,  False.
Fish and Vertebrate SubClassOf Reptile,  False.
Bird and Cat SubClassOf Fish,  False.
Plant and Reptile SubClassOf Bird,  False.
Animal SubClassOf has_part some Bird,  True.
Egg SubClassOf has_part some Bird,  True.
Animal and (has_part some Bird) SubClassOf Animal and (has_part some Bird),  True for
Animal SubClassOf Animal and (has_part some Bird),  True for
Egg SubClassOf Reptile,  False.
Egg SubClassOf Plant,  False.
Egg SubClassOf Vertebrate,  False.
Egg SubClassOf Cat,  False.
Egg SubClassOf Fish,  False.
Egg SubClassOf Mammal,  False.
Egg SubClassOf Herbivore,  False.
Egg SubClassOf Leg,  False.
Egg SubClassOf Elephant,  False.
Egg SubClassOf Bird,  True.
Bird SubClassOf Animal and (has_part some Bird),  True for
Egg SubClassOf Backbone,  False.
Egg SubClassOf Wing,  False.
Egg SubClassOf Animal and Bird,  True for
Carnivore and Reptile SubClassOf Egg,  False.
Elephant and Water SubClassOf Leg,  False.
Carnivore SubClassOf lays some Bird,  False.
Carnivore SubClassOf eats some Water,  False.
Vertebrate SubClassOf has_part some Bird,  True.
Vertebrate SubClassOf Animal and Backbone,  True,
Vertebrate SubClassOf Animal and Backbone and Mammal,  True for
Vertebrate SubClassOf Animal and Backbone and Elephant and Mammal,  1
Bird SubClassOf eats some Reptile,  False.
Backbone and Elephant SubClassOf Leg,  False.
Egg SubClassOf lives_in some Elephant,  False.
Meat and Wing SubClassOf Herbivore,  False.
Reptile SubClassOf eats some Carnivore,  False.
Elephant and Plant SubClassOf Fish,  False.
Leg SubClassOf has_part some Leg,  True.
Egg SubClassOf has_part some Leg,  False.
Meat SubClassOf has_part some Leg,  False.
Carnivore SubClassOf has_part some Leg,  False.
Water SubClassOf has_part some Leg,  False.
Animal SubClassOf has_part some Leg,  True.
Animal and (has_part some Leg) SubClassOf Animal and (has_part some Leg),  True.
Carnivore SubClassOf Leg,  False.
Water SubClassOf Leg,  False.
Reptile SubClassOf Leg,  False.
Plant SubClassOf Leg,  False.
Cat SubClassOf Leg,  False.
Elephant SubClassOf Leg,  False.
Bird SubClassOf Leg,  False.
Backbone SubClassOf Leg,  False.
Animal SubClassOf Animal and Vertebrate and (has_part some Leg),  True for
Animal SubClassOf Animal and Mammal and (has_part some Leg),  True for
Animal SubClassOf Animal,  True.
Animal SubClassOf Animal and (has_part some (Animal and Leg)),  True for
Animal SubClassOf Animal and (has_part some (Leg and Vertebrate)),  True for
Animal SubClassOf Animal and (has_part some (Leg and Mammal)),  True for
Animal and Reptile and (has_part some Leg) SubClassOf Animal and Reptile and (has_part some Leg),  True.
Animal and Elephant and Mammal and Reptile and Vertebrate and (has_part some Leg) SubClassOf Animal and Elephant and Mammal and Reptile and Vertebrate and (has_part some Leg),  Here are
Animal SubClassOf Animal and Elephant and Mammal and Reptile and Vertebrate and (has_part some (Animal and Leg)),  Here are
Animal SubClassOf Animal and Elephant and Mammal and Reptile and Vertebrate and (has_part some (Leg and Vertebrate)),  Here are
Animal SubClassOf Animal and Elephant and Mammal and Reptile and Vertebrate and (has_part some (Leg and Mammal)),  Here are
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and (has_part some Leg) SubClassOf Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and (has_part some Leg),  Here are
has_part some Wing SubClassOf Bird,  True.
has_part some Wing SubClassOf Egg,  False.
has_part some Wing SubClassOf Meat,  False.
has_part some Wing SubClassOf Carnivore,  False.
has_part some Wing SubClassOf Water,  False.
has_part some Wing SubClassOf Plant,  False.
has_part some Wing SubClassOf Cat,  False.
has_part some Wing SubClassOf Fish,  False.
has_part some Wing SubClassOf Herbivore,  False.
has_part some Wing SubClassOf Leg,  True.
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate SubClassOf Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and (has_part some (Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and Wing)),  False.
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate SubClassOf Egg,  False for
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate SubClassOf Meat,  False.
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate SubClassOf Carnivore,  Here are
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate SubClassOf Water,  False.
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate SubClassOf Plant,  False.
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate SubClassOf Cat,  False for
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate SubClassOf Fish,  Here are
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate SubClassOf Herbivore,  Here are
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate SubClassOf Leg,  False.
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate SubClassOf Bird,  False for
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate SubClassOf Wing,  False.
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and Wing SubClassOf Egg,  Here are
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and Wing SubClassOf Meat,  False.
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and Wing SubClassOf Carnivore,  Here are
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and Wing SubClassOf Water,  False for
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and Wing SubClassOf Plant,  1
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and Wing SubClassOf Cat,  Here are
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and Wing SubClassOf Fish,  Here are
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and Wing SubClassOf Herbivore,  Here are
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and Wing SubClassOf Leg,  Here are
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and Wing SubClassOf Bird,  Here are
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and (has_part some Animal) and (has_part some (Backbone and Elephant and Mammal and Reptile and Vertebrate and Wing)) SubClassOf Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and (has_part some (Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and Wing)),  Here are
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and (has_part some Animal) and (has_part some (Backbone and Elephant and Mammal and Reptile and Vertebrate and Wing)) SubClassOf Leg,  False.
Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and (has_part some (Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and Wing)) SubClassOf Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and (has_part some (Animal and Backbone and Elephant and Mammal and Reptile and Vertebrate and Wing)),  Here is
