Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?, \nFalse
Carnivore and Egg and Thing and (lays some Animal) and (lays some (Backbone and Carnivore and Egg and Herbivore and Mammal and Reptile and Vertebrate and Wing and Thing)) SubClassOf Carnivore and Egg and Thing and (lays some Animal) and (lays some (Backbone and Carnivore and Egg and Herbivore and Mammal and Reptile and Vertebrate and Wing and Thing)), \nTrue
Egg and Thing and (lays some Animal) and (lays some (Backbone and Carnivore and Egg and Herbivore and Mammal and Reptile and Vertebrate and Wing and Thing)) SubClassOf Animal, \nFalse
Carnivore and Thing and (lays some Animal) and (lays some (Backbone and Carnivore and Egg and Herbivore and Mammal and Reptile and Vertebrate and Wing and Thing)) SubClassOf Animal, \nTrue
Carnivore and Thing and (lays some Thing) and (lays some (Backbone and Carnivore and Egg and Herbivore and Mammal and Reptile and Vertebrate and Wing and Thing)) SubClassOf Animal, \nTrue
Carnivore and Thing and (lays some Thing) and (lays some (Carnivore and Egg and Herbivore and Mammal and Reptile and Vertebrate and Wing and Thing)) SubClassOf Animal, \nTrue
Carnivore and Thing and (lays some Thing) and (lays some (Egg and Herbivore and Mammal and Reptile and Vertebrate and Wing and Thing)) SubClassOf Animal, \nTrue
Carnivore and Thing and (lays some Thing) and (lays some (Herbivore and Mammal and Reptile and Vertebrate and Wing and Thing)) SubClassOf Animal, \nTrue
Carnivore and Thing and (lays some Thing) and (lays some (Mammal and Reptile and Vertebrate and Wing and Thing)) SubClassOf Animal, \nTrue
Carnivore and Thing and (lays some Thing) and (lays some (Reptile and Vertebrate and Wing and Thing)) SubClassOf Animal, \nTrue
Carnivore and Thing and (lays some Thing) and (lays some (Vertebrate and Wing and Thing)) SubClassOf Animal, \nTrue
Carnivore and Thing and (lays some Thing) and (lays some (Wing and Thing)) SubClassOf Animal, \nTrue
Carnivore and Thing and (lays some Thing) SubClassOf Animal, \nTrue
lives_in some Fish SubClassOf Backbone, \nTrue
lives_in some Fish SubClassOf Meat, \nFalse
lives_in some Fish SubClassOf Carnivore, False
lives_in some Fish SubClassOf Water, \nTrue
Fish SubClassOf Water, \nFalse
Egg and Thing SubClassOf Egg and Thing and (lives_in some (Egg and Fish and Thing)), \nTrue
Egg and Fish and Thing SubClassOf Meat, \nFalse
Egg and Fish and Thing SubClassOf Carnivore, \nFalse
Egg and Fish and Thing SubClassOf Water, \nFalse
Egg and Fish and Thing SubClassOf Animal, \nTrue
Fish and Thing SubClassOf Animal, \nTrue
Thing SubClassOf Animal, \nTrue
Fish and Plant SubClassOf Water, False
Egg and Mammal SubClassOf Cat, \nTrue
Egg and Mammal SubClassOf Plant, \nFalse
Egg SubClassOf Cat, \nFalse
Fish and Reptile SubClassOf Plant, \nFalse
lays some Water SubClassOf Plant, \nTrue
lays some Water SubClassOf Water, False
Water SubClassOf Plant, False
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing SubClassOf Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)), \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing SubClassOf Water, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing SubClassOf Fish, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing SubClassOf Elephant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing SubClassOf Bird, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing SubClassOf Fish, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing SubClassOf Elephant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing SubClassOf Bird, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some Animal) and (lays some (Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)), Here are
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some Animal) and (lays some (Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)), \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Mammal and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Meat and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Reptile and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Vertebrate and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Water and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing)) SubClassOf Plant, \nHere
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Water and Thing)) SubClassOf Plant, \nHere
Fish and Vertebrate SubClassOf Water, \nFalse
lays some Fish SubClassOf Fish, True
lays some Fish SubClassOf Water, False
lays some Fish SubClassOf Plant, \nFalse
Fish SubClassOf Fish, \nTrue
Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing SubClassOf Animal and Backbone and Carnivore and Cat and Egg and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing and (lays some (Animal and Backbone and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing)), \nHere
Animal and Backbone and Carnivore and Cat and Egg and Fish and Herbivore and Leg and Mammal and Meat and Reptile and Vertebrate and Wing and Thing SubClassOf Water, \nHere
