Parent and Person SubClassOf Father,  False.
Can Mother be considered a subcategory of 'Son'?,  False.
Can Mother be considered a subcategory of 'Child'?,  False.
Can Mother be considered a subcategory of 'Person'?,  True.
Can Mother be considered a subcategory of 'Female that is also Person'?,  True.
Can Mother be considered a subcategory of 'Brother'?,  False.
Can Mother be considered a subcategory of 'Parent'?,  True.
Can Mother be considered a subcategory of 'Female that is also Parent that is also Person'?,  True.
Can Mother be considered a subcategory of 'Daughter'?,  False.
Can Mother be considered a subcategory of 'Man'?,  False.
Can Mother be considered a subcategory of 'GrandParent'?,  False.
Can Mother be considered a subcategory of 'Sex'?,  False.
Can Mother be considered a subcategory of 'Sister'?,  False.
Can Mother be considered a subcategory of 'Woman'?,  True.
Can Mother be considered a subcategory of 'Female that is also Parent that is also Person that is also Woman'?,  True.
Can Mother be considered a subcategory of 'Male'?,  False.
Can Mother be considered a subcategory of 'Sibling'?,  False.
Can Mother be considered a subcategory of 'GrandFather'?,  False.
Can Mother be considered a subcategory of 'Female that is also Parent that is also Person that is also Woman that is also Thing'?,  True.
Can Father that is also OffSpring be considered a subcategory of 'Son'?,  False.
Can OffSpring that is also Person be considered a subcategory of 'Mother'?,  False.
Can Daughter that is also Son be considered a subcategory of 'Sex'?,  False.
Can OffSpring that is also Woman be considered a subcategory of 'Father'?,  False.
Can Sibling be considered a subcategory of 'Woman'?,  False.
Can something that hasChild some Father be considered a subcategory of 'GrandMother'?,  False.
Can Child be considered a subcategory of 'something that hasChild some Sister'?,  False.
Can GrandMother that is also Parent be considered a subcategory of 'Sister'?,  False.
Can Child that is also Daughter be considered a subcategory of 'GrandFather'?,  False.
Can Sex that is also Sister be considered a subcategory of 'Man'?,  False.
Can Brother that is also Man be considered a subcategory of 'GrandParent'?,  False.
Can GrandParent that is also Woman be considered a subcategory of 'GrandFather'?,  False.
Can something that hasParent some Son be considered a subcategory of 'Sibling'?,  False.
Can Man that is also OffSpring be considered a subcategory of 'Father'?,  False.
Can GrandParent that is also Sex be considered a subcategory of 'GrandMother'?,  False.
Can Female be considered a subcategory of 'something that hasChild some Child'?,  False.
Can Daughter that is also Sister be considered a subcategory of 'Male'?,  False.
Can Child that is also Daughter be considered a subcategory of 'Male'?,  False.
Can Man that is also Parent be considered a subcategory of 'Sister'?,  False.
Can Father that is also Person be considered a subcategory of 'GrandParent'?,  False.
Can Person that is also Sibling be considered a subcategory of 'Mother'?,  False.
Can Sibling be considered a subcategory of 'something that hasParent some Mother'?,  False.
Can Daughter that is also Sibling be considered a subcategory of 'Mother'?,  False.
Can GrandParent that is also Man be considered a subcategory of 'GrandMother'?,  False.
Can Daughter that is also GrandParent be considered a subcategory of 'GrandMother'?,  False.
Can GrandMother that is also Person be considered a subcategory of 'Father'?,  False.
Can Parent be considered a subcategory of 'something that hasSex some Man'?,  False.
Can something that hasParent some Woman be considered a subcategory of 'OffSpring'?,  False.
Can Child that is also GrandMother be considered a subcategory of 'Brother'?,  False.
Can Child that is also GrandFather be considered a subcategory of 'Woman'?,  False.
Can Parent that is also Person be considered a subcategory of 'Woman'?,  False.
Can GrandParent that is also Sibling be considered a subcategory of 'Child'?,  False.
Can Sex that is also Sibling be considered a subcategory of 'Child'?,  False.
Can Father that is also Parent be considered a subcategory of 'Brother'?,  False.
Can GrandParent that is also Man be considered a subcategory of 'Male'?,  True.
Can GrandParent that is also Man be considered a subcategory of 'Son'?,  False.
Can GrandParent that is also Man be considered a subcategory of 'Female'?,  False.
Can GrandParent that is also Man be considered a subcategory of 'Father'?,  False.
Can GrandParent that is also Man be considered a subcategory of 'Child'?,  False.
Can GrandParent that is also Man be considered a subcategory of 'Brother'?,  False.
Can GrandParent that is also Man be considered a subcategory of 'Parent'?,  False.
Can GrandParent that is also Man be considered a subcategory of 'Daughter'?,  False.
Can GrandParent that is also Man be considered a subcategory of 'Mother'?,  False.
Can GrandParent that is also Man be considered a subcategory of 'Sex'?,  False.
Can GrandParent that is also Man be considered a subcategory of 'Sister'?,  False.
Can GrandParent that is also Man be considered a subcategory of 'OffSpring'?,  False.
Can GrandParent that is also Man be considered a subcategory of 'Woman'?,  False.
Can Male be considered a subcategory of 'something that hasSex some Woman'?,  False.
Can GrandMother that is also Sibling be considered a subcategory of 'Male'?,  False.
Can Brother that is also Female be considered a subcategory of 'Son'?,  False.
Can OffSpring that is also Person be considered a subcategory of 'Male'?,  False.
Can Female that is also Sex be considered a subcategory of 'GrandMother'?,  False.
Can Female that is also Sister be considered a subcategory of 'Parent'?,  False.
Can GrandMother that is also GrandParent be considered a subcategory of 'Daughter'?,  False.
Can Man that is also Sibling be considered a subcategory of 'Daughter'?,  False.
Can Parent be considered a subcategory of 'Sex'?,  False.
Can GrandFather that is also Man be considered a subcategory of 'Mother'?,  False.
Can Sex be considered a subcategory of 'something that hasSex some Brother'?,  False.
Can Brother be considered a subcategory of 'something that hasChild some Mother'?,  False.
Can Female that is also GrandParent be considered a subcategory of 'OffSpring'?,  False.
Can Mother that is also Sibling be considered a subcategory of 'OffSpring'?,  False.
Can something that hasParent some Sex be considered a subcategory of 'Son'?,  False.
Can something that hasSibling some Brother be considered a subcategory of 'Son'?,  False.
Can GrandMother that is also Son be considered a subcategory of 'Mother'?,  False.
Can Daughter that is also Male be considered a subcategory of 'Sex'?,  False.
Can Father that is also Person be considered a subcategory of 'OffSpring'?,  False.
Can Female that is also GrandFather be considered a subcategory of 'Brother'?,  False.
Can Brother that is also Sibling be considered a subcategory of 'GrandMother'?,  False.
Can Female be considered a subcategory of 'something that hasParent some Person'?,  False.
Can Daughter that is also Father be considered a subcategory of 'Sister'?,  False.
Can GrandFather that is also Sex be considered a subcategory of 'Sister'?,  False.
Can Male that is also Man be considered a subcategory of 'GrandFather'?,  False.
Can something that hasSex some Mother be considered a subcategory of 'Man'?,  False.
Can Brother be considered a subcategory of 'something that hasSibling some GrandParent'?,  False.
Can Sister that is also Woman be considered a subcategory of 'GrandFather'?,  False.
Can GrandMother that is also Man be considered a subcategory of 'Sibling'?,  False.
Can Father that is also Person be considered a subcategory of 'Sibling'?,  False.
Can something that hasSibling some OffSpring be considered a subcategory of 'Man'?,  False.
Can Sister that is also Son be considered a subcategory of 'Daughter'?,  False.
Can OffSpring that is also Woman be considered a subcategory of 'Mother'?,  False.
Can Mother that is also Person be considered a subcategory of 'GrandParent'?,  False.
Can Female that is also Man be considered a subcategory of 'Father'?,  False.
Can Brother that is also Mother be considered a subcategory of 'Sister'?,  False.
Can Person be considered a subcategory of 'something that hasParent some Person'?,  False.
Can OffSpring that is also Woman be considered a subcategory of 'GrandMother'?,  False.
Can Male that is also Son be considered a subcategory of 'GrandMother'?,  False.
Can Daughter that is also Person be considered a subcategory of 'Man'?,  False.
Can Child that is also Female be considered a subcategory of 'Father'?,  False.
Can GrandFather that is also Person be considered a subcategory of 'Man'?,  True,
